id_1,age,edyr,male,mig,id_1hk
1,30,4,0,0,1
1,33,9,1,0,1
1,28,9,1,0,1
1,34,9,1,0,1
1,39,4,1,0,1
1,30,9,1,0,1
1,23,6,0,0,1
1,41,4,0,0,1
1,37,9,1,0,1
1,23,6,1,0,1
1,29,6,0,0,1
1,19,9,0,0,1
1,37,9,1,0,1
1,25,6,1,0,1
1,20,4,1,0,1
1,32,9,0,0,1
1,39,6,1,0,1
1,32,9,1,0,1
1,27,4,0,0,1
1,17,9,0,0,1
1,33,6,0,0,1
1,24,4,0,0,1
1,28,6,0,0,1
1,43,6,0,0,1
1,25,9,1,0,1
1,25,6,0,0,1
1,41,9,1,0,1
1,31,9,1,0,1
1,20,9,0,0,1
1,25,9,0,0,1
1,22,9,1,0,1
1,29,9,1,0,1
1,21,6,0,0,1
1,26,4,0,0,1
1,22,9,1,0,1
1,33,9,0,0,1
1,43,6,1,0,1
1,42,6,0,0,1
1,33,6,1,0,1
1,32,6,0,0,1
1,16,9,1,0,1
1,25,6,0,0,1
1,19,9,0,0,1
1,29,6,1,0,1
1,43,4,0,0,1
1,32,9,0,0,1
1,22,9,1,0,1
1,41,6,0,0,1
1,25,6,1,0,1
1,16,8,1,0,1
1,33,9,1,0,1
1,19,9,0,0,1
1,39,6,1,0,1
1,26,6,0,0,1
1,33,6,1,0,1
1,22,6,0,0,1
1,35,6,1,0,1
1,27,8,1,0,1
1,24,6,1,0,1
1,33,9,1,0,1
1,20,6,1,0,1
1,33,9,1,0,1
1,17,6,1,0,1
1,39,4,0,0,1
1,34,4,0,0,1
1,35,6,0,0,1
1,29,4,0,0,1
1,26,9,0,0,1
1,40,9,1,0,1
1,16,9,1,0,1
1,23,6,1,0,1
1,19,9,0,0,1
1,23,6,0,0,1
1,28,6,1,0,1
1,30,9,1,0,1
1,16,6,0,0,1
1,27,6,1,0,1
1,41,9,1,0,1
1,29,9,1,0,1
1,17,9,1,0,1
1,43,4,1,0,1
1,40,6,0,0,1
1,31,9,1,0,1
1,27,6,1,0,1
1,42,6,0,0,1
1,26,9,1,0,1
1,24,9,0,0,1
1,31,6,0,0,1
1,24,6,1,0,1
1,41,4,1,0,1
1,30,6,1,0,1
1,44,9,1,0,1
1,19,9,0,0,1
1,31,8,1,0,1
1,36,12,1,0,1
1,40,9,1,0,1
1,30,6,0,0,1
1,16,6,0,0,1
1,31,9,1,0,1
1,23,9,0,0,1
1,26,9,1,0,1
1,19,9,1,0,1
1,20,6,1,0,1
1,34,6,0,0,1
1,40,6,0,0,1
1,22,6,0,0,1
1,43,6,0,0,1
1,29,9,1,0,1
1,27,6,1,0,1
1,26,6,0,0,1
1,32,9,1,0,1
1,22,9,0,0,1
1,31,9,0,0,1
1,34,6,0,0,1
1,25,9,1,0,1
1,17,9,0,0,1
1,27,4,1,0,1
1,19,9,0,0,1
1,32,6,0,0,1
1,24,6,1,0,1
1,30,6,1,0,1
1,16,9,1,0,1
1,27,6,1,0,1
1,29,4,0,0,1
1,27,4,1,0,1
1,33,4,0,0,1
1,22,4,0,0,1
1,27,9,1,0,1
1,17,6,0,0,1
1,40,6,1,0,1
1,22,9,1,0,1
1,24,6,0,0,1
1,28,6,0,0,1
1,27,6,0,0,1
1,31,8,1,0,1
1,23,9,1,0,1
1,26,6,0,0,1
1,32,6,0,0,1
1,43,4,1,0,1
1,17,9,0,0,1
1,41,4,1,0,1
1,19,9,0,0,1
1,20,9,1,0,1
1,39,6,1,0,1
1,43,4,0,0,1
1,17,6,0,0,1
1,18,9,0,0,1
1,39,4,0,0,1
1,24,8,1,0,1
1,27,6,0,0,1
1,29,9,0,0,1
1,22,9,0,0,1
1,27,9,1,0,1
1,20,9,1,0,1
1,27,9,0,0,1
1,23,4,1,0,1
1,24,9,1,0,1
1,36,4,0,0,1
1,20,6,0,0,1
1,33,6,0,0,1
1,30,9,0,0,1
1,31,6,1,0,1
1,34,6,0,0,1
1,17,9,0,0,1
1,20,9,1,0,1
1,20,6,1,0,1
1,43,6,1,0,1
1,25,9,1,0,1
1,23,8,0,0,1
1,28,9,1,0,1
1,25,6,0,0,1
1,17,6,0,0,1
1,32,9,0,0,1
1,28,9,1,0,1
1,40,6,1,0,1
1,39,6,1,0,1
1,26,9,1,0,1
1,38,9,1,0,1
1,25,6,1,0,1
1,24,6,0,0,1
1,20,6,1,0,1
1,38,4,0,0,1
1,27,6,0,0,1
1,42,6,0,0,1
1,40,4,1,0,1
1,28,9,0,0,1
1,24,9,1,0,1
1,26,9,1,0,1
1,32,9,1,0,1
1,20,9,1,0,1
1,17,9,1,0,1
1,43,6,1,0,1
1,20,9,1,0,1
1,29,9,1,0,1
1,23,9,1,0,1
1,17,9,1,0,1
1,20,6,1,0,1
1,22,9,0,0,1
1,22,9,1,0,1
1,39,6,1,0,1
1,24,9,1,0,1
1,25,9,1,0,1
1,38,12,1,0,1
1,27,9,1,0,1
1,25,9,0,0,1
1,28,9,1,0,1
1,24,6,0,0,1
1,22,12,1,0,1
1,34,6,1,0,1
1,38,9,1,0,1
1,20,9,1,0,1
1,32,12,1,0,1
1,26,6,1,0,1
1,26,9,1,0,1
1,34,9,1,0,1
1,41,4,1,0,1
1,16,9,1,0,1
1,37,6,0,0,1
1,19,6,0,0,1
1,25,6,0,0,1
1,16,6,0,0,1
1,28,9,0,0,1
1,27,6,0,0,1
1,24,9,1,0,1
1,35,6,0,0,1
1,23,9,0,0,1
1,33,6,1,0,1
1,17,12,0,0,1
1,34,4,0,0,1
1,21,9,1,0,1
1,16,6,0,0,1
1,18,9,0,0,1
1,17,9,0,0,1
1,41,4,0,0,1
1,32,9,1,0,1
1,41,9,1,0,1
1,23,9,1,0,1
1,30,9,0,0,1
1,40,6,1,0,1
1,30,6,0,0,1
1,39,6,1,0,1
1,24,6,1,0,1
1,23,9,1,0,1
1,32,6,1,0,1
1,44,6,1,0,1
1,23,9,1,0,1
1,17,6,1,0,1
1,25,9,1,0,1
1,35,9,1,0,1
1,27,12,1,0,1
1,22,9,1,0,1
1,23,9,0,0,1
1,37,9,1,0,1
1,27,9,1,0,1
1,41,6,0,0,1
1,40,6,1,0,1
1,38,6,0,0,1
1,32,9,1,0,1
1,33,9,1,0,1
1,41,6,1,0,1
1,26,6,1,0,1
1,24,9,0,0,1
1,42,6,1,0,1
1,31,9,1,0,1
1,30,12,1,0,1
1,16,9,1,0,1
1,17,9,1,0,1
1,42,6,0,0,1
1,37,12,1,0,1
1,42,6,1,0,1
1,16,9,0,0,1
1,29,6,0,0,1
1,27,9,0,0,1
1,27,9,1,0,1
1,30,9,1,0,1
1,26,6,0,0,1
1,33,6,0,0,1
1,24,6,1,0,1
1,40,4,1,0,1
1,23,6,0,0,1
1,27,9,1,0,1
1,40,12,1,0,1
1,24,9,1,0,1
1,27,6,0,0,1
1,27,9,1,0,1
1,28,6,0,0,1
1,16,9,0,0,1
1,38,6,0,0,1
1,25,9,0,0,1
1,26,8,1,0,1
1,30,4,0,0,1
1,30,6,1,0,1
1,23,9,1,0,1
1,24,4,1,0,1
1,38,6,1,0,1
1,41,9,1,0,1
1,18,4,1,0,1
1,40,6,0,0,1
1,39,6,0,0,1
1,24,6,0,0,1
1,24,9,1,0,1
1,29,6,0,0,1
1,26,6,1,0,1
1,38,6,0,0,1
1,18,9,0,0,1
1,24,9,1,0,1
1,22,6,0,0,1
1,19,8,1,0,1
1,28,6,1,0,1
1,17,9,1,0,1
1,38,6,1,0,1
1,33,4,0,0,1
1,43,4,1,0,1
1,33,6,0,0,1
1,16,9,0,0,1
1,19,9,0,0,1
1,26,12,1,0,1
1,23,6,1,0,1
1,21,12,0,0,1
1,26,9,1,0,1
1,27,6,0,0,1
1,29,9,1,0,1
1,24,9,1,0,1
1,24,9,1,0,1
1,33,6,0,0,1
1,34,9,1,0,1
1,17,12,1,0,1
1,26,9,1,0,1
1,21,9,0,0,1
1,27,8,0,0,1
1,22,6,1,0,1
1,24,9,1,0,1
1,21,6,1,0,1
1,24,6,0,0,1
1,26,9,1,0,1
1,24,9,1,0,1
1,25,6,1,0,1
1,19,6,1,0,1
1,44,4,0,0,1
1,33,6,1,0,1
1,39,4,0,0,1
1,37,4,1,0,1
1,20,4,1,0,1
1,22,9,1,0,1
1,25,9,1,0,1
1,27,9,1,0,1
1,25,9,0,0,1
1,18,9,1,0,1
1,39,4,0,0,1
1,16,9,1,0,1
1,22,6,1,0,1
1,22,9,0,0,1
1,19,9,0,0,1
1,24,9,0,0,1
1,39,4,1,0,1
1,30,6,1,0,1
1,30,9,0,0,1
1,39,6,0,0,1
1,33,9,1,0,1
1,31,6,0,0,1
1,42,4,0,0,1
1,35,9,1,0,1
1,44,4,0,0,1
1,25,6,0,0,1
1,27,9,1,0,1
1,22,4,0,0,1
1,17,9,0,0,1
1,19,9,1,0,1
1,33,9,1,0,1
1,21,9,1,0,1
1,43,6,0,0,1
1,39,12,1,0,1
1,30,9,1,0,1
1,22,6,0,0,1
1,36,6,0,0,1
1,27,9,0,0,1
1,28,9,1,0,1
1,44,6,1,0,1
1,27,9,1,0,1
1,26,9,1,0,1
1,33,9,0,0,1
1,25,9,0,0,1
1,30,12,1,0,1
1,44,6,1,0,1
1,34,9,1,0,1
1,33,12,1,0,1
1,44,9,1,0,1
1,28,12,0,0,1
1,41,9,1,0,1
1,26,9,1,0,1
1,27,6,1,0,1
1,22,6,0,0,1
1,43,9,1,0,1
1,19,6,0,0,1
1,25,8,1,0,1
1,37,4,0,0,1
1,25,9,0,0,1
1,18,6,0,0,1
1,26,9,1,0,1
1,18,9,0,0,1
1,21,6,0,0,1
1,27,9,1,0,1
1,39,6,1,0,1
1,29,6,0,0,1
1,36,6,1,0,1
1,30,12,1,0,1
1,31,9,0,0,1
1,44,6,0,0,1
1,24,6,1,0,1
1,24,4,1,0,1
1,31,9,1,0,1
1,27,9,1,0,1
1,43,6,1,0,1
1,21,6,0,0,1
1,41,9,1,0,1
1,22,9,0,0,1
1,44,9,0,0,1
1,44,9,1,0,1
1,22,9,1,0,1
1,39,4,1,0,1
1,38,9,0,0,1
1,25,6,0,0,1
1,24,4,0,0,1
1,21,6,0,0,1
1,40,9,1,0,1
1,28,9,1,0,1
1,23,9,1,0,1
1,30,9,1,0,1
1,37,9,1,0,1
1,44,6,0,0,1
1,25,9,0,0,1
1,38,4,0,0,1
1,29,9,0,0,1
1,19,9,1,0,1
1,23,6,1,0,1
1,32,9,1,0,1
1,25,9,1,0,1
1,39,9,1,0,1
1,21,9,1,0,1
1,28,9,1,0,1
1,19,9,1,0,1
1,21,9,1,0,1
1,44,4,0,0,1
1,38,4,0,0,1
1,32,9,1,0,1
1,43,4,1,0,1
1,44,9,1,0,1
1,36,9,1,0,1
1,19,10,1,0,1
1,38,4,0,0,1
1,40,6,0,0,1
1,24,9,1,0,1
1,30,9,1,0,1
1,26,9,1,0,1
1,29,6,1,0,1
1,38,6,0,0,1
1,23,9,1,0,1
1,38,12,1,0,1
1,20,6,1,0,1
1,26,9,1,0,1
1,22,6,1,0,1
1,29,6,0,0,1
1,34,4,1,0,1
1,31,6,0,0,1
1,18,9,1,0,1
1,18,9,1,0,1
1,16,9,1,0,1
1,20,6,1,0,1
1,23,6,1,0,1
1,28,9,1,0,1
1,30,9,1,0,1
1,28,6,1,0,1
1,21,9,1,0,1
1,25,9,1,0,1
1,28,9,1,0,1
1,43,6,1,0,1
1,29,9,1,0,1
1,41,6,1,0,1
1,17,9,0,0,1
1,35,9,1,0,1
1,32,6,0,0,1
1,32,9,1,0,1
1,24,9,1,0,1
1,32,4,1,0,1
1,27,9,0,0,1
1,24,6,1,0,1
1,43,6,0,0,1
1,30,9,0,0,1
1,39,9,0,0,1
1,22,9,1,0,1
1,30,9,1,0,1
1,29,9,1,0,1
1,18,6,0,0,1
1,30,9,1,0,1
1,33,9,1,0,1
1,28,9,1,0,1
1,20,9,1,0,1
1,24,9,0,0,1
1,22,6,1,0,1
1,23,9,1,0,1
1,42,4,0,0,1
1,24,9,0,0,1
1,39,6,0,0,1
1,30,9,0,0,1
1,28,9,1,0,1
1,16,6,0,0,1
1,37,4,0,0,1
1,27,6,0,0,1
1,27,6,1,0,1
1,22,9,0,0,1
1,20,9,1,0,1
1,19,9,1,0,1
1,31,9,1,0,1
1,17,9,1,0,1
1,40,4,1,0,1
1,25,6,1,0,1
1,22,6,0,0,1
1,26,9,1,0,1
1,16,9,1,0,1
1,39,4,0,0,1
1,23,9,1,0,1
1,29,9,1,0,1
1,40,6,1,0,1
1,40,4,1,0,1
1,26,9,0,0,1
1,28,6,0,0,1
1,39,6,1,0,1
1,22,6,0,0,1
1,40,6,0,0,1
1,33,6,1,0,1
1,27,9,1,0,1
1,38,4,1,0,1
1,26,9,1,0,1
1,30,6,1,0,1
1,35,9,0,0,1
1,29,6,0,0,1
1,29,9,1,0,1
1,28,6,0,0,1
1,24,9,0,0,1
1,38,6,1,0,1
1,29,8,0,0,1
1,24,9,1,0,1
1,23,9,0,0,1
1,30,9,1,0,1
1,39,4,0,0,1
1,38,6,0,0,1
1,23,6,1,0,1
1,44,6,1,0,1
1,16,6,0,0,1
1,26,6,0,0,1
1,30,6,1,0,1
1,29,9,1,0,1
1,42,4,0,0,1
1,29,9,1,0,1
1,20,9,1,0,1
1,25,9,0,0,1
1,22,9,1,0,1
1,32,9,1,0,1
1,16,6,0,0,1
1,20,9,1,0,1
1,20,4,0,0,1
1,33,9,0,0,1
1,20,9,1,0,1
1,44,6,1,0,1
1,20,12,0,0,1
1,44,6,0,0,1
1,28,6,0,0,1
1,28,9,1,0,1
1,26,9,0,0,1
1,21,9,0,0,1
1,44,9,1,0,1
1,30,12,0,0,1
1,28,9,1,0,1
1,27,9,1,0,1
1,18,9,1,0,1
1,20,6,1,0,1
1,27,4,0,0,1
1,42,6,1,0,1
1,29,9,0,0,1
1,38,6,0,0,1
1,20,9,0,0,1
1,23,9,0,0,1
1,19,9,0,0,1
1,38,9,0,0,1
1,23,9,1,0,1
1,26,6,0,0,1
1,30,9,1,0,1
1,20,6,0,0,1
1,35,9,1,0,1
1,39,6,1,0,1
1,30,9,1,0,1
1,23,6,1,0,1
1,26,4,1,0,1
1,24,9,0,0,1
1,33,6,0,0,1
1,19,6,1,0,1
1,32,9,1,0,1
1,31,9,1,0,1
1,25,9,1,0,1
1,23,4,1,0,1
1,31,9,0,0,1
1,31,6,0,0,1
1,25,9,0,0,1
1,26,6,1,0,1
1,40,12,1,0,1
1,27,6,0,0,1
1,19,8,1,0,1
1,28,12,1,0,1
1,29,9,0,0,1
1,26,12,1,0,1
1,26,6,1,0,1
1,17,9,0,0,1
1,24,9,1,0,1
1,32,9,1,0,1
1,27,9,1,0,1
1,18,9,1,0,1
1,21,6,1,0,1
1,23,6,0,0,1
1,23,9,1,0,1
1,19,9,1,0,1
1,32,6,1,0,1
1,33,9,0,0,1
1,36,6,1,0,1
1,27,9,1,0,1
1,34,6,0,0,1
1,22,9,1,0,1
1,24,9,1,0,1
1,30,9,1,0,1
1,42,6,1,0,1
1,41,9,1,0,1
1,43,6,0,0,1
1,19,6,0,0,1
1,41,9,1,0,1
1,43,6,0,0,1
1,33,9,0,0,1
1,41,9,1,0,1
1,26,9,1,0,1
1,42,6,0,0,1
1,22,6,0,0,1
1,43,6,0,0,1
1,19,6,0,0,1
1,38,9,0,0,1
1,27,9,1,0,1
1,19,9,1,0,1
1,44,6,1,0,1
1,25,6,0,0,1
1,34,4,0,0,1
1,23,9,1,0,1
1,39,9,1,0,1
1,39,6,0,0,1
1,41,9,1,0,1
1,23,9,1,0,1
1,40,9,1,0,1
1,36,6,0,0,1
1,40,6,0,0,1
1,29,9,1,0,1
1,29,6,0,0,1
1,26,9,1,0,1
1,27,9,1,0,1
1,22,9,1,0,1
1,22,9,1,0,1
1,30,6,1,0,1
1,22,6,1,0,1
1,42,4,0,0,1
1,25,9,0,0,1
1,22,6,1,0,1
1,24,9,0,0,1
1,27,6,0,0,1
1,31,9,1,0,1
1,19,6,0,0,1
1,25,4,1,0,1
1,29,9,1,0,1
1,31,9,0,0,1
1,33,9,1,0,1
1,30,6,1,0,1
1,32,9,1,0,1
1,23,12,1,0,1
1,32,4,1,0,1
1,23,6,0,0,1
1,23,4,0,0,1
1,42,9,1,0,1
1,28,6,0,0,1
1,40,6,1,0,1
1,28,4,0,0,1
1,41,6,1,0,1
1,37,9,1,0,1
1,23,6,1,0,1
1,30,8,0,0,1
1,28,9,0,0,1
1,17,6,0,0,1
1,27,6,1,0,1
1,20,6,1,0,1
1,20,6,0,0,1
1,17,9,1,0,1
1,21,6,0,0,1
1,20,9,1,0,1
1,41,4,1,0,1
1,19,9,1,0,1
1,41,4,0,0,1
1,36,4,0,0,1
1,32,6,0,0,1
1,42,4,1,0,1
1,44,9,1,0,1
1,31,9,1,0,1
1,25,9,1,0,1
1,30,9,1,0,1
1,23,6,1,0,1
1,42,9,1,0,1
1,23,4,0,0,1
1,24,4,0,0,1
1,28,9,1,0,1
1,20,6,1,0,1
1,33,6,1,0,1
1,40,6,0,0,1
1,33,12,1,0,1
1,31,9,0,0,1
1,34,9,1,0,1
1,30,4,1,0,1
1,39,6,0,0,1
1,39,9,1,0,1
1,28,4,0,0,1
1,28,9,0,0,1
1,37,6,0,0,1
1,21,10,1,0,1
1,39,9,0,0,1
1,20,9,0,0,1
1,34,9,1,0,1
1,38,9,1,0,1
1,32,6,0,0,1
1,31,6,0,0,1
1,22,9,1,0,1
1,33,9,0,0,1
1,43,6,1,0,1
1,23,9,0,0,1
1,39,6,0,0,1
1,25,6,0,0,1
1,28,12,1,0,1
1,33,9,0,0,1
1,32,9,0,0,1
1,25,9,1,0,1
1,29,9,1,0,1
1,26,6,1,0,1
1,40,6,0,0,1
1,44,4,0,0,1
1,29,9,1,0,1
1,44,6,1,0,1
1,41,4,0,0,1
1,29,9,1,0,1
1,30,9,1,0,1
1,20,9,0,0,1
1,40,9,1,0,1
1,25,6,0,0,1
1,19,9,1,0,1
1,27,6,0,0,1
1,18,6,0,0,1
1,27,12,1,0,1
1,28,9,0,0,1
1,31,6,1,0,1
1,26,8,1,0,1
1,29,6,0,0,1
1,22,9,0,0,1
1,37,6,1,0,1
1,21,9,0,0,1
1,40,6,1,0,1
1,27,6,0,0,1
1,25,9,1,0,1
1,32,9,1,0,1
1,21,6,0,0,1
1,21,9,0,0,1
1,27,6,1,0,1
1,17,9,1,0,1
1,43,6,0,0,1
1,43,9,1,0,1
1,29,9,1,0,1
1,39,9,1,0,1
1,38,4,1,0,1
1,30,6,0,0,1
1,27,4,0,0,1
1,23,9,1,0,1
1,17,9,1,0,1
1,17,9,0,0,1
1,27,4,1,0,1
1,35,9,1,0,1
1,44,4,1,0,1
1,19,12,1,0,1
1,30,8,1,0,1
1,32,6,1,0,1
1,41,4,0,0,1
1,27,4,0,0,1
1,32,4,0,0,1
1,26,8,0,0,1
1,34,6,0,0,1
1,28,6,1,0,1
1,21,9,0,0,1
1,25,6,1,0,1
1,32,6,0,0,1
1,16,9,1,0,1
1,29,6,0,0,1
1,27,8,0,0,1
1,43,4,0,0,1
1,23,8,1,0,1
1,30,9,1,0,1
1,23,4,0,0,1
1,43,6,0,0,1
1,44,6,0,0,1
1,21,9,1,0,1
1,29,9,1,0,1
1,29,6,0,0,1
1,25,9,1,0,1
1,29,6,0,0,1
1,16,9,0,0,1
1,28,6,1,0,1
1,26,9,1,0,1
1,17,9,0,0,1
1,20,9,1,0,1
1,18,9,0,0,1
1,17,9,0,0,1
1,32,4,0,0,1
1,25,6,1,0,1
1,33,12,0,0,1
1,43,6,1,0,1
1,17,9,0,0,1
1,39,12,0,0,1
1,32,9,0,0,1
1,43,6,1,0,1
1,41,6,1,0,1
1,22,6,0,0,1
1,26,9,1,0,1
1,19,9,1,0,1
1,33,9,1,0,1
1,27,9,1,0,1
1,26,6,1,0,1
1,26,6,1,0,1
1,43,9,1,0,1
1,32,9,1,0,1
1,38,6,1,0,1
1,34,9,1,0,1
1,23,4,0,0,1
1,39,12,1,0,1
1,34,9,1,0,1
1,20,9,0,0,1
1,34,9,0,0,1
1,27,6,0,0,1
1,21,6,1,0,1
1,33,4,1,0,1
1,39,6,0,0,1
1,23,6,1,0,1
1,43,6,1,0,1
1,44,4,1,0,1
1,38,4,1,0,1
1,22,9,0,0,1
1,24,9,1,0,1
1,18,6,1,0,1
1,21,9,1,0,1
1,28,9,0,0,1
1,38,6,0,0,1
1,20,9,1,0,1
1,36,9,1,0,1
1,37,4,1,0,1
1,29,9,0,0,1
1,33,9,1,0,1
1,32,9,1,0,1
1,24,9,1,0,1
1,38,6,1,0,1
1,25,6,1,0,1
1,33,6,0,0,1
1,33,9,0,0,1
1,31,9,0,0,1
1,33,6,1,0,1
1,18,9,1,0,1
1,20,9,1,0,1
1,29,6,0,0,1
1,40,6,1,0,1
1,29,6,0,0,1
1,30,6,0,0,1
1,20,6,0,0,1
1,33,9,1,0,1
1,33,6,1,0,1
1,30,6,0,0,1
1,43,6,1,0,1
1,40,12,1,0,1
1,38,4,1,0,1
1,16,9,1,0,1
1,18,9,1,0,1
1,32,9,1,0,1
1,22,9,1,0,1
1,38,9,0,0,1
1,25,9,1,0,1
1,33,4,1,0,1
1,41,6,0,0,1
1,37,9,1,0,1
1,31,9,1,0,1
1,33,4,1,0,1
1,23,9,0,0,1
1,28,4,0,0,1
1,25,9,0,0,1
1,24,9,1,0,1
1,28,6,0,0,1
1,20,9,1,0,1
1,25,6,1,0,1
1,44,9,1,0,1
1,28,8,0,0,1
1,40,9,0,0,1
1,18,9,1,0,1
1,35,6,1,0,1
1,18,9,0,0,1
1,27,9,0,0,1
1,26,9,0,0,1
1,27,9,1,0,1
1,23,6,0,0,1
1,27,9,1,0,1
1,24,9,1,0,1
1,21,6,0,0,1
1,27,6,1,0,1
1,24,6,1,0,1
1,34,9,1,0,1
1,31,6,0,0,1
1,30,9,1,0,1
1,30,9,1,0,1
1,17,9,1,0,1
1,24,9,0,0,1
1,43,12,1,0,1
1,28,9,1,0,1
1,32,6,0,0,1
1,20,6,1,0,1
1,40,6,0,0,1
1,32,8,1,0,1
1,44,6,1,0,1
1,26,6,0,0,1
1,32,9,1,0,1
1,20,9,1,0,1
1,25,9,1,0,1
1,20,4,1,0,1
1,26,6,1,0,1
1,22,6,1,0,1
1,16,6,0,0,1
1,20,9,1,0,1
1,21,6,1,0,1
1,26,12,1,0,1
1,26,9,1,0,1
1,23,9,0,0,1
1,21,9,1,0,1
1,26,9,1,0,1
1,20,6,0,0,1
1,38,6,0,0,1
1,27,9,0,0,1
1,32,9,1,0,1
1,27,6,1,0,1
1,31,6,0,0,1
1,32,6,0,0,1
1,18,9,1,0,1
1,31,6,0,0,1
1,27,9,0,0,1
1,38,6,1,0,1
1,19,6,0,0,1
1,40,8,1,0,1
1,30,6,1,0,1
1,21,9,1,0,1
1,20,9,1,0,1
1,30,9,1,0,1
1,21,9,1,0,1
1,31,9,0,0,1
1,25,9,1,0,1
1,41,6,0,0,1
1,23,9,1,0,1
1,17,6,0,0,1
1,19,9,1,0,1
1,31,9,1,0,1
1,24,6,1,0,1
1,28,9,1,0,1
1,36,6,1,0,1
1,39,4,0,0,1
1,34,4,0,0,1
1,21,9,1,0,1
1,25,9,1,0,1
1,29,6,0,0,1
1,20,12,0,0,1
1,21,9,1,0,1
1,28,12,1,0,1
1,18,9,1,0,1
1,19,9,1,0,1
1,17,9,1,0,1
1,26,9,1,0,1
1,38,6,1,0,1
1,20,6,0,0,1
1,28,4,0,0,1
1,23,9,0,0,1
1,16,9,1,0,1
1,25,6,1,0,1
1,31,12,1,0,1
1,30,6,0,0,1
1,20,9,0,0,1
1,16,9,0,0,1
1,21,12,1,0,1
1,17,9,1,0,1
1,42,4,1,0,1
1,29,4,0,0,1
1,23,9,1,0,1
1,29,9,1,0,1
1,38,6,0,0,1
1,26,9,1,0,1
1,38,6,1,0,1
1,43,8,1,0,1
1,20,6,0,0,1
1,16,6,1,0,1
1,22,9,1,0,1
1,16,6,1,0,1
1,37,6,1,0,1
1,43,9,1,0,1
1,22,9,1,0,1
1,44,6,1,0,1
1,44,6,1,0,1
1,35,9,1,0,1
1,25,9,1,0,1
1,16,6,1,0,1
1,19,6,0,0,1
1,30,6,1,0,1
1,16,6,0,0,1
1,30,6,0,0,1
1,18,9,1,0,1
1,27,9,0,0,1
1,17,9,1,0,1
1,27,12,1,0,1
1,22,6,0,0,1
1,32,8,1,0,1
1,43,4,1,0,1
1,22,9,1,0,1
1,19,9,1,0,1
1,24,6,0,0,1
1,26,8,1,0,1
1,40,6,0,0,1
1,27,9,0,0,1
1,39,6,1,0,1
1,28,9,0,0,1
1,26,9,1,0,1
1,25,9,1,0,1
1,18,9,1,0,1
1,25,6,1,0,1
1,29,9,0,0,1
1,35,9,0,0,1
1,25,9,1,0,1
1,29,9,0,0,1
1,16,6,1,0,1
1,19,9,1,0,1
1,42,4,0,0,1
1,17,6,1,0,1
1,36,4,0,0,1
1,17,9,0,0,1
1,33,9,1,0,1
1,39,6,1,0,1
1,32,9,1,0,1
1,43,12,1,0,1
1,22,9,1,0,1
1,31,9,0,0,1
1,32,9,0,0,1
1,31,9,1,0,1
1,30,9,1,0,1
1,20,6,0,0,1
1,30,6,0,0,1
1,23,6,1,0,1
1,25,9,1,0,1
1,30,6,0,0,1
1,18,9,1,0,1
1,17,9,0,0,1
1,32,6,0,0,1
1,18,9,1,0,1
1,23,9,1,0,1
1,40,6,1,0,1
1,27,6,0,0,1
1,25,9,1,0,1
1,24,8,1,0,1
1,27,6,0,0,1
1,27,12,1,0,1
1,42,6,1,0,1
1,33,6,1,0,1
1,21,6,0,0,1
1,38,12,1,0,1
1,25,9,0,0,1
1,31,9,1,0,1
1,22,9,1,0,1
1,28,9,1,0,1
1,18,9,1,0,1
1,16,9,0,0,1
1,28,12,1,0,1
1,42,9,1,0,1
1,41,6,1,0,1
1,29,6,1,0,1
1,25,9,1,0,1
1,38,6,0,0,1
1,32,6,1,0,1
1,33,9,1,0,1
1,23,9,1,0,1
1,27,9,1,0,1
1,19,12,1,0,1
1,27,6,0,0,1
1,32,12,0,0,1
1,21,6,0,0,1
1,19,4,0,0,1
1,37,9,1,0,1
1,39,6,1,0,1
1,23,9,0,0,1
1,24,6,1,0,1
1,44,8,1,0,1
1,20,9,0,0,1
1,44,6,0,0,1
1,22,9,0,0,1
1,17,9,1,0,1
1,22,4,0,0,1
1,24,6,0,0,1
1,17,4,0,0,1
1,43,8,1,0,1
1,27,6,1,0,1
1,42,6,0,0,1
1,22,6,0,0,1
1,29,9,1,0,1
1,29,6,0,0,1
1,31,6,0,0,1
1,32,9,1,0,1
1,24,4,0,0,1
1,43,6,1,0,1
1,29,9,0,0,1
1,25,6,0,0,1
1,32,12,1,0,1
1,21,6,1,0,1
1,22,9,0,0,1
1,22,9,0,0,1
1,23,12,1,0,1
1,30,6,0,0,1
1,41,6,0,0,1
1,24,9,0,0,1
1,21,9,1,0,1
1,18,9,0,0,1
1,18,9,1,0,1
1,25,9,1,0,1
1,30,9,0,0,1
1,26,6,1,0,1
1,27,6,0,0,1
1,19,9,1,0,1
1,27,6,1,0,1
1,32,6,1,0,1
1,43,6,1,0,1
1,20,9,0,0,1
1,39,6,0,0,1
1,43,6,1,0,1
1,30,6,1,0,1
1,24,9,1,0,1
1,32,9,1,0,1
1,17,9,1,0,1
1,22,6,0,0,1
1,40,12,1,0,1
1,17,9,0,0,1
1,30,4,0,0,1
1,26,9,0,0,1
1,37,6,1,0,1
1,34,4,0,0,1
1,31,6,0,0,1
1,40,4,1,0,1
1,24,9,1,0,1
1,43,6,1,0,1
1,40,4,0,0,1
1,41,9,1,0,1
1,17,9,1,0,1
1,43,9,1,0,1
1,22,9,0,0,1
